Subject.id,Model.idx,Log-likelihood,Correct/Total,Subject.accuracy,Model.accuracy
431ddd08-65c9-4ff9-b3a4-cb8d2df7d713,1,-8.657564240310139,0.25,0.25,0.5
431ddd08-65c9-4ff9-b3a4-cb8d2df7d713,2,-8.657564240310139,0.25,0.25,0.75
431ddd08-65c9-4ff9-b3a4-cb8d2df7d713,3,-9.704060527839234,,0.25,0.34375
a578be9d-148d-4fde-bc15-3a98d2b1e357,0,-7.371947446943693,0.625,0.625,1.0
a578be9d-148d-4fde-bc15-3a98d2b1e357,1,-8.758241808063584,0.375,0.625,0.5
a578be9d-148d-4fde-bc15-3a98d2b1e357,2,-7.371947446943693,0.625,0.625,0.75
a578be9d-148d-4fde-bc15-3a98d2b1e357,3,-12.476649250079015,,0.625,0.21875
b4c3c5a1-e8d3-4253-bc8d-03baf2599d31,0,-5.574181481216692,0.7142857142857143,0.7142857142857143,1.0
b4c3c5a1-e8d3-4253-bc8d-03baf2599d31,1,-7.5529454551430835,0.42857142857142855,0.7142857142857143,0.42857142857142855
b4c3c5a1-e8d3-4253-bc8d-03baf2599d31,2,-5.574181481216692,0.7142857142857143,0.7142857142857143,0.7142857142857143
b4c3c5a1-e8d3-4253-bc8d-03baf2599d31,3,-9.462487960027522,,0.7142857142857143,0.26530612244897955
21463ffd-bdd7-4209-947a-7718f87bd099,0,-8.758241808063584,0.375,0.375,1.0
21463ffd-bdd7-4209-947a-7718f87bd099,1,-8.758241808063584,0.375,0.375,0.5
21463ffd-bdd7-4209-947a-7718f87bd099,2,-8.758241808063584,0.375,0.375,0.75
21463ffd-bdd7-4209-947a-7718f87bd099,3,-13.862943611198906,,0.375,0.1875
f0625205-3623-4874-9322-6400b0b18e73,0,-7.371947446943693,0.625,0.625,1.0
f0625205-3623-4874-9322-6400b0b18e73,1,-8.317766166719343,0.5,0.625,0.5
f0625205-3623-4874-9322-6400b0b18e73,2,-7.371947446943693,0.625,0.625,0.75
f0625205-3623-4874-9322-6400b0b18e73,3,-10.567106745194575,,0.625,0.28125
